InspectionID,HiveID,Date,Brood,Bees,Queen,Food,Stressors,Space,Percent_Met,Healthy,Hive_Tag,ApiaryID,Apiary,Station_City,StationID,Temperature,Humidity,Dew_Point,Wind_Speed,Wind_Gust,Pressure,Precip,Healthy_Binary
27,4,08/16/2016,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT101,1,BBCC,Durham,2.0,85.25,67.70833333333333,72.625,7.458333333333333,0.0,29.72791666666667,0.0,0
29,4,08/29/2016,0.0,0.0,0.0,0.0,0.0,1.0,17,No,HT101,1,BBCC,Durham,2.0,78.54166666666667,66.29166666666667,65.08333333333333,5.791666666666667,0.0,29.65833333333333,0.0,0
32,4,09/27/2016,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT101,1,BBCC,Durham,2.0,72.79166666666667,84.875,67.83333333333333,3.875,0.0,29.4825,0.0,0
33,4,10/04/2016,0.0,1.0,0.0,0.0,0.0,1.0,33,No,HT101,1,BBCC,Durham,2.0,67.375,77.66666666666667,59.458333333333336,8.166666666666666,2.3333333333333335,29.679166666666664,0.0,0
34,4,10/11/2016,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT101,1,BBCC,Durham,2.0,54.125,74.91666666666667,44.791666666666664,3.3333333333333335,0.0,29.902083333333334,0.0,0
35,4,10/24/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,61.916666666666664,59.833333333333336,46.375,6.041666666666667,0.9166666666666666,29.655416666666667,0.0,0
36,4,03/07/2017,1.0,1.0,0.0,1.0,1.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,62.875,55.791666666666664,45.791666666666664,14.166666666666666,12.5,29.815416666666668,0.0,0
37,4,03/07/2017,1.0,1.0,0.0,1.0,1.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,62.875,55.791666666666664,45.791666666666664,14.166666666666666,12.5,29.815416666666668,0.0,0
38,4,03/24/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT101,1,BBCC,Durham,2.0,54.5,55.458333333333336,38.25,9.583333333333334,0.9166666666666666,29.963333333333335,0.0,0
39,4,03/24/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT101,1,BBCC,Durham,2.0,54.5,55.458333333333336,38.25,9.583333333333334,0.9166666666666666,29.963333333333335,0.0,0
40,4,03/29/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
41,4,03/29/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
42,4,04/04/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT101,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,0
43,4,04/04/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT101,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,0
44,4,04/10/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,1
45,4,04/10/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,1
46,4,04/21/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,1
47,4,04/21/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,1
48,4,04/28/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,1
49,4,04/28/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,1
50,4,05/02/2017,1.0,0.5,1.0,1.0,0.0,1.0,75,No,HT101,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
51,4,05/02/2017,1.0,0.5,1.0,1.0,0.0,1.0,75,No,HT101,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
52,4,05/08/2017,0.0,0.0,1.0,0.0,0.0,0.0,17,No,HT101,1,BBCC,Durham,2.0,58.0,46.833333333333336,34.083333333333336,4.833333333333333,5.916666666666667,29.51,0.0,0
53,4,05/08/2017,0.0,0.0,1.0,0.0,0.0,0.0,17,No,HT101,1,BBCC,Durham,2.0,58.0,46.833333333333336,34.083333333333336,4.833333333333333,5.916666666666667,29.51,0.0,0
56,4,05/16/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,72.875,63.166666666666664,57.875,3.375,0.0,29.595416666666665,0.0,0
57,4,05/16/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,72.875,63.166666666666664,57.875,3.375,0.0,29.595416666666665,0.0,0
58,4,05/25/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,66.625,79.95833333333333,59.666666666666664,11.541666666666666,8.333333333333334,29.118750000000002,0.03333333333333333,0
59,4,05/25/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,66.625,79.95833333333333,59.666666666666664,11.541666666666666,8.333333333333334,29.118750000000002,0.03333333333333333,0
73,4,08/24/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,76.875,76.16666666666667,68.16666666666667,6.208333333333333,1.6666666666666667,29.468333333333334,0.0,1
74,4,08/30/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,70.91666666666667,79.875,63.75,1.7083333333333333,0.0,29.582083333333333,0.0,0
75,4,09/05/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,75.58333333333333,74.75,66.29166666666667,8.041666666666666,3.5833333333333335,29.444166666666664,0.004166666666666667,0
76,4,09/13/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,72.41666666666667,79.41666666666667,64.875,6.5,0.0,29.45625,0.0,1
78,4,09/25/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,73.08333333333333,75.79166666666667,64.66666666666667,6.666666666666667,0.0,29.50791666666667,0.0,1
79,4,10/03/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham,2.0,62.75,70.5,51.416666666666664,6.375,0.0,30.015,0.0,1
80,4,10/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT101,1,BBCC,Durham,2.0,79.29166666666667,87.20833333333333,74.95833333333333,6.875,0.6666666666666666,29.61,0.0,0
82,4,10/17/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,52.625,64.91666666666667,39.666666666666664,5.541666666666667,3.9583333333333335,29.834999999999997,0.0,0
83,4,10/24/2017,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT101,1,BBCC,Durham,2.0,62.625,85.625,57.791666666666664,6.75,0.875,29.360833333333332,0.0,0
84,4,11/03/2017,0.0,1.0,1.0,1.0,1.0,1.0,83,No,HT101,1,BBCC,Durham,2.0,64.95833333333333,80.33333333333333,57.666666666666664,2.1666666666666665,0.0,29.66,0.0,0
85,5,08/01/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT102,1,BBCC,Durham,2.0,80.20833333333333,80.375,73.25,5.75,0.0,29.591250000000002,0.0,0
86,5,08/08/2016,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,78.08333333333333,82.625,72.16666666666667,6.458333333333333,2.3333333333333335,29.54875,0.024999999999999998,0
87,5,08/15/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,84.36363636363636,70.72727272727273,73.27272727272727,6.2272727272727275,0.0,29.707272727272724,0.0,0
88,5,08/22/2016,1.0,1.0,0.0,0.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,77.08333333333333,59.625,60.625,3.125,0.0,29.634583333333335,0.0,0
89,5,08/29/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT102,1,BBCC,Durham,2.0,78.54166666666667,66.29166666666667,65.08333333333333,5.791666666666667,0.0,29.65833333333333,0.0,0
90,5,09/08/2016,1.0,1.0,0.0,0.0,1.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,81.45833333333333,61.833333333333336,65.91666666666667,6.791666666666667,1.5833333333333333,29.555000000000003,0.0,0
91,5,09/16/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT102,1,BBCC,Durham,2.0,74.54166666666667,72.41666666666667,64.75,8.5,0.8333333333333334,29.731666666666666,0.0,0
92,5,09/27/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,72.79166666666667,84.875,67.83333333333333,3.875,0.0,29.4825,0.0,0
93,5,10/04/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,67.375,77.66666666666667,59.458333333333336,8.166666666666666,2.3333333333333335,29.679166666666664,0.0,0
94,5,10/11/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT102,1,BBCC,Durham,2.0,54.125,74.91666666666667,44.791666666666664,3.3333333333333335,0.0,29.902083333333334,0.0,0
95,5,10/24/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT102,1,BBCC,Durham,2.0,61.916666666666664,59.833333333333336,46.375,6.041666666666667,0.9166666666666666,29.655416666666667,0.0,0
96,5,03/07/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,62.875,55.791666666666664,45.791666666666664,14.166666666666666,12.5,29.815416666666668,0.0,0
97,5,03/07/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,62.875,55.791666666666664,45.791666666666664,14.166666666666666,12.5,29.815416666666668,0.0,0
98,5,03/24/2017,0.0,1.0,0.5,1.0,0.0,0.0,42,No,HT102,1,BBCC,Durham,2.0,54.5,55.458333333333336,38.25,9.583333333333334,0.9166666666666666,29.963333333333335,0.0,0
99,5,03/24/2017,0.0,1.0,0.5,1.0,0.0,0.0,42,No,HT102,1,BBCC,Durham,2.0,54.5,55.458333333333336,38.25,9.583333333333334,0.9166666666666666,29.963333333333335,0.0,0
100,5,03/29/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT102,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
101,5,03/29/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT102,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
102,5,04/04/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,0
103,5,04/04/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,0
104,5,04/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,0
105,5,04/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,0
106,5,04/21/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,0
107,5,04/21/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,0
108,5,04/28/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,0
109,5,04/28/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,0
110,5,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
111,5,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
112,5,05/08/2017,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,58.0,46.833333333333336,34.083333333333336,4.833333333333333,5.916666666666667,29.51,0.0,0
113,5,05/08/2017,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham,2.0,58.0,46.833333333333336,34.083333333333336,4.833333333333333,5.916666666666667,29.51,0.0,0
114,5,05/16/2017,0.0,0.0,0.5,1.0,0.0,0.0,25,No,HT102,1,BBCC,Durham,2.0,72.875,63.166666666666664,57.875,3.375,0.0,29.595416666666665,0.0,0
115,5,05/16/2017,0.0,0.0,0.5,1.0,0.0,0.0,25,No,HT102,1,BBCC,Durham,2.0,72.875,63.166666666666664,57.875,3.375,0.0,29.595416666666665,0.0,0
116,6,05/25/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT102+103,1,BBCC,Durham,2.0,66.625,79.95833333333333,59.666666666666664,11.541666666666666,8.333333333333334,29.118750000000002,0.03333333333333333,0
117,6,05/25/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT102+103,1,BBCC,Durham,2.0,66.625,79.95833333333333,59.666666666666664,11.541666666666666,8.333333333333334,29.118750000000002,0.03333333333333333,0
126,7,08/01/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,80.20833333333333,80.375,73.25,5.75,0.0,29.591250000000002,0.0,0
127,7,08/08/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,78.08333333333333,82.625,72.16666666666667,6.458333333333333,2.3333333333333335,29.54875,0.024999999999999998,0
128,7,08/15/2016,1.0,0.0,1.0,1.0,1.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,84.36363636363636,70.72727272727273,73.27272727272727,6.2272727272727275,0.0,29.707272727272724,0.0,0
129,7,08/22/2016,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,77.08333333333333,59.625,60.625,3.125,0.0,29.634583333333335,0.0,0
130,7,08/29/2016,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,78.54166666666667,66.29166666666667,65.08333333333333,5.791666666666667,0.0,29.65833333333333,0.0,0
131,7,09/08/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham,2.0,81.45833333333333,61.833333333333336,65.91666666666667,6.791666666666667,1.5833333333333333,29.555000000000003,0.0,1
132,7,09/16/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham,2.0,74.54166666666667,72.41666666666667,64.75,8.5,0.8333333333333334,29.731666666666666,0.0,1
133,7,09/27/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,72.79166666666667,84.875,67.83333333333333,3.875,0.0,29.4825,0.0,0
134,7,10/04/2016,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT103,1,BBCC,Durham,2.0,67.375,77.66666666666667,59.458333333333336,8.166666666666666,2.3333333333333335,29.679166666666664,0.0,0
135,7,10/11/2016,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT103,1,BBCC,Durham,2.0,54.125,74.91666666666667,44.791666666666664,3.3333333333333335,0.0,29.902083333333334,0.0,0
136,7,10/24/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,61.916666666666664,59.833333333333336,46.375,6.041666666666667,0.9166666666666666,29.655416666666667,0.0,0
137,7,03/07/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT103,1,BBCC,Durham,2.0,62.875,55.791666666666664,45.791666666666664,14.166666666666666,12.5,29.815416666666668,0.0,0
138,7,03/07/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT103,1,BBCC,Durham,2.0,62.875,55.791666666666664,45.791666666666664,14.166666666666666,12.5,29.815416666666668,0.0,0
139,7,03/24/2017,0.0,0.5,0.0,1.0,0.0,1.0,42,No,HT103,1,BBCC,Durham,2.0,54.5,55.458333333333336,38.25,9.583333333333334,0.9166666666666666,29.963333333333335,0.0,0
140,7,03/24/2017,0.0,0.5,0.0,1.0,0.0,1.0,42,No,HT103,1,BBCC,Durham,2.0,54.5,55.458333333333336,38.25,9.583333333333334,0.9166666666666666,29.963333333333335,0.0,0
141,7,03/29/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT103,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
142,7,03/29/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT103,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
143,7,04/04/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,1
144,7,04/04/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,1
145,7,04/10/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT103,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,0
146,7,04/10/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT103,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,0
149,7,04/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,0
150,7,04/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,0
151,7,04/28/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,0
152,7,04/28/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,0
153,7,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT103,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
154,7,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT103,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
155,7,05/08/2017,1.0,0.0,1.0,1.0,0.0,0.0,50,No,HT103,1,BBCC,Durham,2.0,58.0,46.833333333333336,34.083333333333336,4.833333333333333,5.916666666666667,29.51,0.0,0
156,7,05/08/2017,1.0,0.0,1.0,1.0,0.0,0.0,50,No,HT103,1,BBCC,Durham,2.0,58.0,46.833333333333336,34.083333333333336,4.833333333333333,5.916666666666667,29.51,0.0,0
157,7,05/16/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham,2.0,72.875,63.166666666666664,57.875,3.375,0.0,29.595416666666665,0.0,0
158,7,05/16/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham,2.0,72.875,63.166666666666664,57.875,3.375,0.0,29.595416666666665,0.0,0
163,8,03/29/2017,0.0,0.0,0.0,1.0,1.0,1.0,50,No,HT104,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
164,8,03/29/2017,0.0,0.0,0.0,1.0,1.0,1.0,50,No,HT104,1,BBCC,Durham,2.0,64.125,63.333333333333336,51.0,4.791666666666667,0.75,29.578333333333333,0.0,0
165,8,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT104,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,0
166,8,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT104,1,BBCC,Durham,2.0,70.375,63.125,55.25,13.541666666666666,10.166666666666666,29.28375,0.0,0
167,8,04/10/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT104,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,0
168,8,04/10/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT104,1,BBCC,Durham,2.0,64.83333333333333,51.166666666666664,44.916666666666664,9.625,3.2916666666666665,29.798333333333332,0.0,0
169,8,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,0
170,8,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham,2.0,73.91666666666667,68.33333333333333,61.666666666666664,7.25,2.3333333333333335,29.472916666666666,0.0,0
171,8,04/28/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,0
172,8,04/28/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham,2.0,78.125,69.41666666666667,66.83333333333333,9.208333333333334,1.6666666666666667,29.564166666666665,0.0,0
173,8,05/02/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
174,8,05/02/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham,2.0,67.95833333333333,59.916666666666664,51.791666666666664,11.958333333333334,8.458333333333334,29.410833333333333,0.0,0
