InspectionID,HiveID,Date,Brood,Bees,Queen,Food,Stressors,Space,Percent_Met,Healthy,Hive_Tag,ApiaryID,Apiary,Station_City
69,4,07/11/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham
70,4,07/25/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham
71,4,08/07/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham
72,4,08/18/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT101,1,BBCC,Durham
73,4,08/24/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham
74,4,08/30/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham
75,4,09/05/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham
76,4,09/13/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham
77,4,09/19/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham
78,4,09/25/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham
79,4,10/03/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT101,1,BBCC,Durham
80,4,10/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT101,1,BBCC,Durham
81,4,10/12/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham
82,4,10/17/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT101,1,BBCC,Durham
83,4,10/24/2017,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT101,1,BBCC,Durham
84,4,11/03/2017,0.0,1.0,1.0,1.0,1.0,1.0,83,No,HT101,1,BBCC,Durham
85,5,08/01/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT102,1,BBCC,Durham
86,5,08/08/2016,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT102,1,BBCC,Durham
87,5,08/15/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham
88,5,08/22/2016,1.0,1.0,0.0,0.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
89,5,08/29/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT102,1,BBCC,Durham
90,5,09/08/2016,1.0,1.0,0.0,0.0,1.0,1.0,67,No,HT102,1,BBCC,Durham
91,5,09/16/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT102,1,BBCC,Durham
92,5,09/27/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham
93,5,10/04/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham
94,5,10/11/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT102,1,BBCC,Durham
95,5,10/24/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT102,1,BBCC,Durham
96,5,03/07/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
97,5,03/07/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
98,5,03/24/2017,0.0,1.0,0.5,1.0,0.0,0.0,42,No,HT102,1,BBCC,Durham
99,5,03/24/2017,0.0,1.0,0.5,1.0,0.0,0.0,42,No,HT102,1,BBCC,Durham
100,5,03/29/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT102,1,BBCC,Durham
101,5,03/29/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT102,1,BBCC,Durham
102,5,04/04/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
103,5,04/04/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
104,5,04/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham
105,5,04/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham
106,5,04/21/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham
107,5,04/21/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham
108,5,04/28/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
109,5,04/28/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT102,1,BBCC,Durham
110,5,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham
111,5,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT102,1,BBCC,Durham
112,5,05/08/2017,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham
113,5,05/08/2017,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT102,1,BBCC,Durham
114,5,05/16/2017,0.0,0.0,0.5,1.0,0.0,0.0,25,No,HT102,1,BBCC,Durham
115,5,05/16/2017,0.0,0.0,0.5,1.0,0.0,0.0,25,No,HT102,1,BBCC,Durham
116,6,05/25/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT102+103,1,BBCC,Durham
117,6,05/25/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT102+103,1,BBCC,Durham
118,7,03/08/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
119,7,03/18/2016,0.0,1.0,1.0,1.0,1.0,1.0,83,No,HT103,1,BBCC,Durham
120,7,03/24/2016,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT103,1,BBCC,Durham
121,7,04/25/2016,0.0,1.0,0.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham
122,7,04/27/2016,0.0,1.0,0.0,1.0,1.0,1.0,67,No,HT103,1,BBCC,Durham
123,7,06/15/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
124,7,07/22/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
125,7,07/28/2016,1.0,1.0,0.0,0.0,0.0,1.0,50,No,HT103,1,BBCC,Durham
126,7,08/01/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
127,7,08/08/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
128,7,08/15/2016,1.0,0.0,1.0,1.0,1.0,1.0,83,No,HT103,1,BBCC,Durham
129,7,08/22/2016,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT103,1,BBCC,Durham
130,7,08/29/2016,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT103,1,BBCC,Durham
131,7,09/08/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham
132,7,09/16/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham
133,7,09/27/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
134,7,10/04/2016,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT103,1,BBCC,Durham
135,7,10/11/2016,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT103,1,BBCC,Durham
136,7,10/24/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
137,7,03/07/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT103,1,BBCC,Durham
138,7,03/07/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT103,1,BBCC,Durham
139,7,03/24/2017,0.0,0.5,0.0,1.0,0.0,1.0,42,No,HT103,1,BBCC,Durham
140,7,03/24/2017,0.0,0.5,0.0,1.0,0.0,1.0,42,No,HT103,1,BBCC,Durham
141,7,03/29/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT103,1,BBCC,Durham
142,7,03/29/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT103,1,BBCC,Durham
143,7,04/04/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham
144,7,04/04/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT103,1,BBCC,Durham
145,7,04/10/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT103,1,BBCC,Durham
146,7,04/10/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT103,1,BBCC,Durham
147,7,04/11/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham
148,7,04/11/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham
149,7,04/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
150,7,04/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
151,7,04/28/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
152,7,04/28/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT103,1,BBCC,Durham
153,7,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT103,1,BBCC,Durham
154,7,05/02/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT103,1,BBCC,Durham
155,7,05/08/2017,1.0,0.0,1.0,1.0,0.0,0.0,50,No,HT103,1,BBCC,Durham
156,7,05/08/2017,1.0,0.0,1.0,1.0,0.0,0.0,50,No,HT103,1,BBCC,Durham
157,7,05/16/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham
158,7,05/16/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT103,1,BBCC,Durham
159,7,06/06/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT103,1,BBCC,Durham
160,7,06/06/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT103,1,BBCC,Durham
161,7,06/21/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT103,1,BBCC,Durham
162,7,06/21/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT103,1,BBCC,Durham
163,8,03/29/2017,0.0,0.0,0.0,1.0,1.0,1.0,50,No,HT104,1,BBCC,Durham
164,8,03/29/2017,0.0,0.0,0.0,1.0,1.0,1.0,50,No,HT104,1,BBCC,Durham
165,8,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT104,1,BBCC,Durham
166,8,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT104,1,BBCC,Durham
167,8,04/10/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT104,1,BBCC,Durham
168,8,04/10/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT104,1,BBCC,Durham
169,8,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham
170,8,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham
171,8,04/28/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham
172,8,04/28/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham
173,8,05/02/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham
174,8,05/02/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT104,1,BBCC,Durham
175,8,05/08/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT104,1,BBCC,Durham
176,8,05/08/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT104,1,BBCC,Durham
177,8,05/16/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT104,1,BBCC,Durham
178,8,05/16/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT104,1,BBCC,Durham
179,8,05/25/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT104,1,BBCC,Durham
180,8,05/25/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT104,1,BBCC,Durham
181,8,06/06/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT104,1,BBCC,Durham
182,8,06/06/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT104,1,BBCC,Durham
183,8,06/12/2017,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT104,1,BBCC,Durham
184,8,06/12/2017,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT104,1,BBCC,Durham
185,8,06/21/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT104,1,BBCC,Durham
186,8,06/21/2017,0.0,0.0,1.0,1.0,0.0,0.0,33,No,HT104,1,BBCC,Durham
187,8,06/26/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT104,1,BBCC,Durham
188,8,06/26/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT104,1,BBCC,Durham
189,8,07/03/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT104,1,BBCC,Durham
190,8,07/11/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT104,1,BBCC,Durham
191,8,07/25/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT104,1,BBCC,Durham
192,8,08/07/2017,1.0,1.0,1.0,0.0,0.0,0.5,58,No,HT104,1,BBCC,Durham
193,8,08/18/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT104,1,BBCC,Durham
194,8,08/24/2017,1.0,1.0,1.0,1.0,0.0,0.5,75,No,HT104,1,BBCC,Durham
195,8,08/30/2017,0.0,1.0,1.0,0.0,0.0,1.0,50,No,HT104,1,BBCC,Durham
196,8,09/05/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT104,1,BBCC,Durham
197,8,09/13/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT104,1,BBCC,Durham
198,9,04/27/2016,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT105,1,BBCC,Durham
199,9,07/27/2016,1.0,1.0,0.0,1.0,0.0,0.0,50,No,HT105,1,BBCC,Durham
200,9,08/01/2016,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT105,1,BBCC,Durham
201,9,08/08/2016,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT105,1,BBCC,Durham
202,9,08/15/2016,1.0,1.0,0.0,0.0,0.0,1.0,50,No,HT105,1,BBCC,Durham
203,9,08/22/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT105,1,BBCC,Durham
204,9,08/29/2016,1.0,1.0,0.0,0.0,1.0,1.0,67,No,HT105,1,BBCC,Durham
205,9,09/08/2016,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT105,1,BBCC,Durham
206,9,09/16/2016,1.0,1.0,0.0,0.0,1.0,1.0,67,No,HT105,1,BBCC,Durham
207,9,09/27/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT105,1,BBCC,Durham
208,9,10/04/2016,1.0,1.0,0.0,1.0,1.0,1.0,83,No,HT105,1,BBCC,Durham
209,9,10/11/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT105,1,BBCC,Durham
210,9,10/24/2016,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT105,1,BBCC,Durham
211,9,03/07/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT105,1,BBCC,Durham
212,9,03/07/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT105,1,BBCC,Durham
213,9,03/24/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT105,1,BBCC,Durham
214,9,03/24/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT105,1,BBCC,Durham
215,9,03/29/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT105,1,BBCC,Durham
216,9,03/29/2017,0.0,0.0,0.0,1.0,0.0,0.0,17,No,HT105,1,BBCC,Durham
217,9,07/11/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT105,1,BBCC,Durham
218,10,06/15/2016,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT106,1,BBCC,Durham
219,10,07/28/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT106,1,BBCC,Durham
220,10,08/01/2016,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT106,1,BBCC,Durham
221,10,08/08/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
222,10,08/16/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT106,1,BBCC,Durham
223,10,08/22/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
224,10,08/29/2016,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT106,1,BBCC,Durham
225,10,09/08/2016,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT106,1,BBCC,Durham
226,10,09/16/2016,1.0,1.0,1.0,1.0,0.5,1.0,92,No,HT106,1,BBCC,Durham
227,10,09/27/2016,0.0,1.0,1.0,1.0,1.0,0.0,67,No,HT106,1,BBCC,Durham
228,10,10/04/2016,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT106,1,BBCC,Durham
229,10,10/11/2016,1.0,1.0,1.0,0.0,1.0,0.0,67,No,HT106,1,BBCC,Durham
230,10,10/24/2016,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
231,10,03/07/2017,1.0,1.0,0.0,1.0,0.0,0.0,50,No,HT106,1,BBCC,Durham
232,10,03/07/2017,1.0,1.0,0.0,1.0,0.0,0.0,50,No,HT106,1,BBCC,Durham
233,10,03/24/2017,0.0,0.5,0.0,1.0,0.0,0.0,25,No,HT106,1,BBCC,Durham
234,10,03/24/2017,0.0,0.5,0.0,1.0,0.0,0.0,25,No,HT106,1,BBCC,Durham
235,10,03/29/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT106,1,BBCC,Durham
236,10,03/29/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT106,1,BBCC,Durham
237,10,04/04/2017,0.0,1.0,1.0,1.0,1.0,1.0,83,No,HT106,1,BBCC,Durham
238,10,04/04/2017,0.0,1.0,1.0,1.0,1.0,1.0,83,No,HT106,1,BBCC,Durham
239,10,04/10/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
240,10,04/10/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
241,10,04/11/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT106,1,BBCC,Durham
242,10,04/11/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT106,1,BBCC,Durham
243,10,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT106,1,BBCC,Durham
244,10,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT106,1,BBCC,Durham
245,10,04/28/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT106,1,BBCC,Durham
246,10,04/28/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT106,1,BBCC,Durham
247,10,05/02/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
248,10,05/02/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
249,10,05/08/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
250,10,05/08/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
251,10,05/16/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT106,1,BBCC,Durham
252,10,05/16/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT106,1,BBCC,Durham
253,10,05/25/2017,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT106,1,BBCC,Durham
254,10,05/25/2017,1.0,1.0,0.0,1.0,0.0,1.0,67,No,HT106,1,BBCC,Durham
